from,to,symbol,quantity,date
spi-payments,gattino,HIVE,0.14,2020-11-17
spi-payments,coronadino,HIVE,0.15,2020-11-17
spi-payments,oldmans,HIVE,0.16,2020-11-17
spi-payments,oscarps,HIVE,0.24,2020-11-17
spi-payments,lammbock,HIVE,0.23,2020-11-17
spi-payments,theb0red1,HIVE,0.24,2020-11-17
spi-payments,akumagai,HIVE,0.12,2020-11-17
spi-payments,knowhow92,HIVE,0.25,2020-11-17
spi-payments,adhammer,HIVE,0.19,2020-11-17
spi-payments,edthecanadian,HIVE,0.1,2020-11-17
spi-payments,bold-n-italics,HIVE,0.03,2020-11-17
spi-payments,spirall,HIVE,0.07,2020-11-17
spi-payments,dkid14,HIVE,0.07,2020-11-17
spi-payments,ecoinstant,HIVE,0.49,2020-11-17
spi-payments,wongbraling,HIVE,0.02,2020-11-17
spi-payments,cwow2,HIVE,0.02,2020-11-17
spi-payments,jacoalberts,HIVE,0.02,2020-11-17
spi-payments,jacoalberts,HIVE,0.02,2020-11-17
spi-payments,preparedwombat,HIVE,0.02,2020-11-17
spi-payments,jzn,HIVE,0.02,2020-11-17
spi-payments,xyzashu,HIVE,0.01,2020-11-17
spi-payments,tonyz,HIVE,0.1,2020-11-17
spi-payments,jznsamuel,HIVE,0.49,2020-11-17
spi-payments,metzli,HIVE,0.24,2020-11-17
spi-payments,archon-mining,HIVE,0.61,2020-11-17
spi-payments,flemingfarm,HIVE,0.49,2020-11-17
spi-payments,roleerob,HIVE,2.45,2020-11-17
spi-payments,taskmaster4450,HIVE,1.65,2020-11-17
spi-payments,silverstackeruk,HIVE,1.4,2020-11-17
spi-payments,chronocrypto,HIVE,0.138,2020-11-17
spi-payments,brofundholdings,HIVE,3.67,2020-11-17
spi-payments,shanibeer,HIVE,1.22,2020-11-17
spi-payments,chrisparis,HIVE,0.87,2020-11-17
spi-payments,ericburgoyne,HIVE,0.87,2020-11-17
spi-payments,felander,HIVE,0.62,2020-11-17
spi-payments,chronocrypto,HIVE,1.25,2020-11-17
spi-payments,jacoalberts,HIVE,0.024,2020-11-23
spi-payments,akumagai,HIVE,0.122,2020-11-23
spi-payments,tonyz,HIVE,0.098,2020-11-23
